Url,RId,SId,LTId,TTId,LUId,Timestamp,Level,Server,Ip,Thread,Logger,Message,Exception,UserAgent
http://mygcpdevaa.o9solutions.com:9876/api/crud/tenants/{tenantId}/users/?tenantId=6241&_=1685970463863,aa2b8b81-ac09-4594-bf88-5c3e9a55b5b9,6241.69406,6241,6241,22341,2023-06-05T13:16:52.621Z,INFO,WebApi,10.108.2.244,78,o9.Framework.Common.Logging.FrameworkLogger,WebApi received the request: GET /api/crud/tenants/{tenantId}/users/,"",kibo
http://mygcpdevaa.o9solutions.com:9876/api/crud/tenants/{tenantId}/users/?tenantId=6241&_=1685970463863,aa2b8b81-ac09-4594-bf88-5c3e9a55b5b9,6241.69406,6241,6241,22341,2023-06-05T13:16:52.666Z,INFO,WebApi,10.108.2.244,86,o9.Framework.Common.Logging.FrameworkLogger,WebApi served the request: /api/crud/tenants/{tenantId}/users/ in : 64ms with status : OK,"",kibo
http://mygcpdevaa.o9solutions.com:9876/api/restore/tenants/6241/restores/d0f7fd4a-8765-450a-8098-c3b73c278c29?_=1685970463959,2271dd7a-0341-4084-aed4-489f4ef1c7a3,6241.69406,6241,6241,22341,2023-06-05T13:20:44.205Z,INFO,WebApi,10.108.2.244,32,o9.Framework.Common.Logging.FrameworkLogger,WebApi received the request: GET /api/restore/tenants/6241/restores/d0f7fd4a-8765-450a-8098-c3b73c278c29,"",kibo
http://mygcpdevaa.o9solutions.com:9876/api/restore/tenants/6241/restores/d0f7fd4a-8765-450a-8098-c3b73c278c29?_=1685970463959,2271dd7a-0341-4084-aed4-489f4ef1c7a3,6241.69406,6241,6241,22341,2023-06-05T13:20:44.229Z,INFO,WebApi,10.108.2.244,80,o9.Framework.Common.Logging.FrameworkLogger,WebApi served the request: /api/restore/tenants/6241/restores/d0f7fd4a-8765-450a-8098-c3b73c278c29 in : 21ms with status : OK,"",kibo
http://mygcpdevaa.o9solutions.com:9876/api/crud/tenants/lsconfigsuggestions?_=1685970463960,6a9f14d7-9e9a-4266-8550-51f43d45b64d,6241.69406,6241,6241,22341,2023-06-05T13:20:50.883Z,INFO,WebApi,10.108.2.244,72,o9.Framework.Common.Logging.FrameworkLogger,WebApi received the request: GET /api/crud/tenants/lsconfigsuggestions,"",kibo
http://mygcpdevaa.o9solutions.com:9876/api/crud/tenants/lsconfigsuggestions?_=1685970463960,6a9f14d7-9e9a-4266-8550-51f43d45b64d,6241.69406,6241,6241,22341,2023-06-05T13:20:50.926Z,INFO,WebApi,10.108.2.244,72,o9.Framework.Common.Logging.FrameworkLogger,WebApi served the request: /api/crud/tenants/lsconfigsuggestions in : 65ms with status : OK,"",kibo
http://mygcpdevaa.o9solutions.com:9876/api/restore?overideExistingTenant=true&restoreSettings=undefined,79343c30-ba64-4c70-bc17-16a3686d2f9a,6241.69406,6241,6241,22341,2023-06-05T13:20:55.701Z,INFO,WebApi,10.108.2.244,10,o9.Framework.Common.Logging.FrameworkLogger,WebApi received the request: POST /api/restore,"",kibo
http://mygcpdevaa.o9solutions.com:9876/api/restore?overideExistingTenant=true&restoreSettings=undefined,79343c30-ba64-4c70-bc17-16a3686d2f9a,6241.69406,6241,6241,22341,2023-06-05T13:20:55.796Z,INFO,WebApi,10.108.2.244,86,o9.Framework.Common.Logging.FrameworkLogger,WebApi received the request: POST /api/framework/sessions/session/clone,"",kibo
http://mygcpdevaa.o9solutions.com:9876/api/restore?overideExistingTenant=true&restoreSettings=undefined,79343c30-ba64-4c70-bc17-16a3686d2f9a,6241.69406,6241,6241,22341,2023-06-05T13:20:55.820Z,INFO,WebApi,10.108.2.244,83,o9.Framework.Common.Logging.FrameworkLogger,WebApi served the request: /api/framework/sessions/session/clone in : 22ms with status : OK,"",kibo
http://mygcpdevaa.o9solutions.com:9876/api/restore?overideExistingTenant=true&restoreSettings=undefined,79343c30-ba64-4c70-bc17-16a3686d2f9a,6241.69406,6241,6241,22341,2023-06-05T13:20:55.870Z,INFO,WebApi,10.108.2.244,35,o9.Framework.Common.Logging.FrameworkLogger,WebApi served the request: /api/restore in : 172ms with status : OK,"",kibo
http://mygcpdevaa.o9solutions.com:9876/api/restore?overideExistingTenant=true&restoreSettings=undefined,79343c30-ba64-4c70-bc17-16a3686d2f9a,6241.69410,6241,6241,22341,2023-06-05T13:20:55.874Z,INFO,WebApi,10.108.2.244,85,o9.Framework.Common.Logging.FrameworkLogger,GlobalMutex: Acquiring exclusive lock for resource: RestoreDecider-52b6df4b-5556-4d6c-8dda-01a3bf889c72,"",kibo
http://mygcpdevaa.o9solutions.com:9876/api/restore?overideExistingTenant=true&restoreSettings=undefined,79343c30-ba64-4c70-bc17-16a3686d2f9a,6241.69410,6241,6241,22341,2023-06-05T13:20:55.876Z,INFO,WebApi,10.108.2.244,85,o9.Framework.Common.Logging.FrameworkLogger,GlobalMutex: Finished acquiring exclusive lock for resource: RestoreDecider-52b6df4b-5556-4d6c-8dda-01a3bf889c72,"",kibo
http://mygcpdevaa.o9solutions.com:9876/api/restore?overideExistingTenant=true&restoreSettings=undefined,79343c30-ba64-4c70-bc17-16a3686d2f9a,6241.69410,6241,6241,22341,2023-06-05T13:20:55.876Z,INFO,WebApi,10.108.2.244,85,o9.Framework.Common.Logging.FrameworkLogger,BackupRestoreDeciderHandler received message from: ,"",kibo
http://mygcpdevaa.o9solutions.com:9876/api/restore?overideExistingTenant=true&restoreSettings=undefined,79343c30-ba64-4c70-bc17-16a3686d2f9a,6241.69410,6241,6241,22341,2023-06-05T13:20:56.040Z,INFO,WebApi,10.108.2.244,85,o9.Framework.Common.Logging.FrameworkLogger,Restore Decider scheduling activity: RestorePrepareActivity,"",kibo
http://mygcpdevaa.o9solutions.com:9876/api/restore?overideExistingTenant=true&restoreSettings=undefined,79343c30-ba64-4c70-bc17-16a3686d2f9a,6241.69410,6241,6241,22341,2023-06-05T13:20:56.040Z,INFO,WebApi,10.108.2.244,35,o9.Framework.Common.Logging.FrameworkLogger,Inside Lock for task: 52b6df4b-5556-4d6c-8dda-01a3bf889c72.RestorePrepareActivity,"",kibo
http://mygcpdevaa.o9solutions.com:9876/api/restore?overideExistingTenant=true&restoreSettings=undefined,79343c30-ba64-4c70-bc17-16a3686d2f9a,6241.69410,6241,6241,22341,2023-06-05T13:20:56.040Z,INFO,WebApi,10.108.2.244,35,o9.Framework.Common.Logging.FrameworkLogger,Preparing for restore process activity task started...,"",kibo
http://mygcpdevaa.o9solutions.com:9876/api/restore/tenants/6241/restores/d0f7fd4a-8765-450a-8098-c3b73c278c29?_=1685970463962,8b506546-76e6-4478-8d80-0f9cda65d795,6241.69406,6241,6241,22341,2023-06-05T13:21:00.008Z,INFO,WebApi,10.108.2.244,31,o9.Framework.Common.Logging.FrameworkLogger,WebApi received the request: GET /api/restore/tenants/6241/restores/d0f7fd4a-8765-450a-8098-c3b73c278c29,"",kibo
http://mygcpdevaa.o9solutions.com:9876/api/restore/tenants/6241/restores/d0f7fd4a-8765-450a-8098-c3b73c278c29?_=1685970463962,8b506546-76e6-4478-8d80-0f9cda65d795,6241.69406,6241,6241,22341,2023-06-05T13:21:00.032Z,INFO,WebApi,10.108.2.244,59,o9.Framework.Common.Logging.FrameworkLogger,WebApi served the request: /api/restore/tenants/6241/restores/d0f7fd4a-8765-450a-8098-c3b73c278c29 in : 23ms with status : OK,"",kibo
http://mygcpdevaa.o9solutions.com:9876/api/restore?overideExistingTenant=true&restoreSettings=undefined,79343c30-ba64-4c70-bc17-16a3686d2f9a,6241.69410,6241,6241,22341,2023-06-05T13:21:02.045Z,INFO,WebApi,10.108.2.244,85,o9.Framework.Common.Logging.FrameworkLogger,GlobalMutex: Releasing exclusive lock for resource: RestoreDecider-52b6df4b-5556-4d6c-8dda-01a3bf889c72,"",kibo
http://mygcpdevaa.o9solutions.com:9876/api/restore?overideExistingTenant=true&restoreSettings=undefined,79343c30-ba64-4c70-bc17-16a3686d2f9a,6241.69410,6241,6241,22341,2023-06-05T13:21:02.046Z,INFO,WebApi,10.108.2.244,85,o9.Framework.Common.Logging.FrameworkLogger,GlobalMutex: Finished releasing exclusive lock for resource: RestoreDecider-52b6df4b-5556-4d6c-8dda-01a3bf889c72,"",kibo
